State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Bajra,144,139
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Dry chillies,18,16
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Dry ginger,2,5
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Groundnut,41,40
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Guar seed,29,24
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Jowar,3,3
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Maize,6781,10172
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Moong(Green Gram),2,1
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Rice,203577,417536
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Sannhamp,43,14
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Sesamum,96,19
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Small millets,14,10
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Sugarcane,19204,854808
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Urad,211,142
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Barley,3616,9449
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Gram,3584,4287
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Maize,2,6
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Masoor,256,281
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Onion,86,1583
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Peas & beans (Pulses),7033,8925
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Potato,5624,167404
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Rapeseed &Mustard,1947,2329
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Tobacco,160,812
Uttar Pradesh,AZAMGARH,2010,Rabi       ,Wheat,232647,650714
Uttar Pradesh,AZAMGARH,2010,Summer     ,Maize,240,352
Uttar Pradesh,AZAMGARH,2010,Summer     ,Moong(Green Gram),71,64
Uttar Pradesh,AZAMGARH,2010,Summer     ,Rice,1,2
Uttar Pradesh,AZAMGARH,2010,Summer     ,Sunflower,8,17
Uttar Pradesh,AZAMGARH,2010,Summer     ,Urad,175,109
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Arhar/Tur,10916,11873
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Bajra,979,1442
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Cotton(lint),3,1
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Dry chillies,35,29
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Dry ginger,2,6
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Groundnut,35,35
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Guar seed,30,24
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Jowar,93,107
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Maize,6489,10953
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Moong(Green Gram),10,4
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Rice,210944,469350
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Sannhamp,39,11
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Sesamum,65,14
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Small millets,7,6
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Sugarcane,20972,1026118
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Sweet potato,22,286
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Urad,308,206
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Barley,3026,7191
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Coriander,50,28
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Garlic,33,171
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Gram,3154,4112
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Linseed,1,1
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Maize,328,732
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Masoor,61,80
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Onion,82,1876
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Peas & beans (Pulses),6654,9070
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Potato,5151,140628
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Rapeseed &Mustard,2053,2338
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Tobacco,109,569
Uttar Pradesh,AZAMGARH,2011,Rabi       ,Wheat,230874,667688
Uttar Pradesh,AZAMGARH,2011,Summer     ,Maize,710,1174
Uttar Pradesh,AZAMGARH,2011,Summer     ,Moong(Green Gram),53,45
Uttar Pradesh,AZAMGARH,2011,Summer     ,Onion,546,4417
Uttar Pradesh,AZAMGARH,2011,Summer     ,Rice,1,2
Uttar Pradesh,AZAMGARH,2011,Summer     ,Sunflower,9,15
Uttar Pradesh,AZAMGARH,2011,Summer     ,Urad,175,116
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Arhar/Tur,9223,10096
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Bajra,69,133
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Dry chillies,49,39
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Groundnut,90,89
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Guar seed,47,38
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Jowar,13,19
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Maize,6550,11705
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Moong(Green Gram),2,1
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Rice,210961,453777
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Sannhamp,36,13
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Sesamum,58,11
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Small millets,10,9
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Soyabean,2,3
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Sugarcane,19099,1109652
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Sweet potato,4,52
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Urad,246,163
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Barley,3056,7979
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Coriander,38,21
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Garlic,31,161
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Gram,3384,5620
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Masoor,49,65
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Onion,66,1518
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Peas & beans (Pulses),6641,9835
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Potato,5072,125633
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Rapeseed &Mustard,2329,2937
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Tobacco,204,1103
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Turmeric,1,3
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Wheat,235690,693636
Uttar Pradesh,AZAMGARH,2012,Summer     ,Maize,303,560
Uttar Pradesh,AZAMGARH,2012,Summer     ,Moong(Green Gram),53,43
Uttar Pradesh,AZAMGARH,2012,Summer     ,Onion,587,5568
Uttar Pradesh,AZAMGARH,2012,Summer     ,Rice,1,2
Uttar Pradesh,AZAMGARH,2012,Summer     ,Sunflower,25,19
Uttar Pradesh,AZAMGARH,2012,Summer     ,Urad,170,118
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Arhar/Tur,8485,6241
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Bajra,116,147
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Dry chillies,7,6
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Groundnut,52,47
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Guar seed,24,20
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Jowar,5,6
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Maize,6516,12823
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Rice,217062,477971
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Sannhamp,43,12
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Sesamum,80,12
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Small millets,12,9
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Sugarcane,19641,1129986
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Sweet potato,2,27
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Urad,154,69
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Barley,4032,10110
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Coriander,40,22
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Garlic,35,205
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Gram,3557,2838
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Linseed,3,1
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Maize,11,39
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Masoor,74,86
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Onion,79,1607
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Peas & beans (Pulses),5859,3334
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Potato,4905,48236
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Rapeseed &Mustard,2210,2245
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Tobacco,123,677
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Turmeric,2,6
Uttar Pradesh,AZAMGARH,2013,Rabi       ,Wheat,232130,718442
Uttar Pradesh,AZAMGARH,2013,Summer     ,Maize,309,568
Uttar Pradesh,AZAMGARH,2013,Summer     ,Moong(Green Gram),50,34
Uttar Pradesh,AZAMGARH,2013,Summer     ,Onion,614,8262
Uttar Pradesh,AZAMGARH,2013,Summer     ,Sunflower,4,7
Uttar Pradesh,AZAMGARH,2013,Summer     ,Urad,124,72
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Arhar/Tur,8190,10511
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Bajra,68,135
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Dry chillies,17,14
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Groundnut,62,54
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Guar seed,35,29
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Jowar,4,4
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Maize,6568,12486
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Moong(Green Gram),2,1
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Rice,202341,400028
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Sannhamp,26,10
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Sesamum,71,14
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Small millets,103,78
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Sugarcane,20282,1249533
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Sweet potato,3,37
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Urad,189,101
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Barley,2930,3931
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Coriander,50,24
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Garlic,64,371
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Gram,3068,4353
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Maize,114,170
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Masoor,69,64
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Onion,51,780
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Peas & beans (Pulses),6140,8756
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Potato,4791,64336
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Rapeseed &Mustard,2287,1783
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Tobacco,119,504
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Turmeric,3,8
Uttar Pradesh,AZAMGARH,2014,Rabi       ,Wheat,243897,516574
Uttar Pradesh,AZAMGARH,2014,Summer     ,Maize,309,549
Uttar Pradesh,AZAMGARH,2014,Summer     ,Moong(Green Gram),54,36
Uttar Pradesh,AZAMGARH,2014,Summer     ,Onion,554,10615
Uttar Pradesh,AZAMGARH,2014,Summer     ,Sunflower,26,44
Uttar Pradesh,AZAMGARH,2014,Summer     ,Urad,97,52
